,Search,Tweet_Date,Original_Tweet
502,Bolsonaro,2022-04-17,"O Quidroga promove um desfile de mentiras , um safado obediente ao miliciano Bolsonaro. Vagabundo ."
503,Bolsonaro,2022-04-17,@ph_olvr Jair Messias Bolsonaro
504,Bolsonaro,2022-04-17,"Vivendo em um ""mundo paralelo"", Doria ataca Bolsonaro e vira motivo de chacota https://t.co/CCDZvNiuOy"
505,Bolsonaro,2022-04-17,"@BlogdoNoblat Ou fela de uma cadeia,  decida-se: uma hora vc afirma que o Bolsonaro é corrupto e depois vc di que é suspeito.  Faça como a sua mulher, seu corno safado!!!"
506,Bolsonaro,2022-04-17,@raulandre_ @CesarMe37325430 @DinhadeMeloMelo @DepEduardoCunha O candidato que vc apoiava até esses dias aceitou participar do governo Bolsonaro e depois foi receber 22k no podemos agora está filiado no partido que tem vários investigados pela lava-jato e tem o Eduardo Cunha e pretende sair candidato por um estado que ele não tem nenhum (+)
507,Bolsonaro,2022-04-17,@BlogdoNoblat https://t.co/KPal8sBa8s
508,Bolsonaro,2022-04-17,"@Biakicis @EvandroBandei10 @jairbolsonaro De 10 pessoas 8 apoia Bolsonaro, os os 2 são TJ e não votam.💪🇧🇷"
509,Bolsonaro,2022-04-17,"@CarlosMGNavarro @SergioMoro19RJ @SF_Moro Não vem com esse papo de gado não, quem votar em Bolsonaro de novo, será cúmplice de toda a merda que ele vier a fazer, eu prefiro nem sair de casa"
510,Bolsonaro,2022-04-17,"Vc sabia? Jair Bolsonaro defende armas no campo: ""Tem que ter fuzil, pô"". Vale lembrar que Bolsonaro teve seu 38 roubado e foi parar na mão de criminosos 
 https://t.co/37yIL1Vfhs"
511,Bolsonaro,2022-04-17,"Vc sabia? Bolsonaro disse: - ""Não vou combater nem discriminar, mas, se eu vir dois homens se beijando na rua, vou bater"" 
 https://t.co/CHCtL0gm9u"
512,Bolsonaro,2022-04-17,"Vc sabia? Bolsonaro sobre vacina de Pfizer: ‘Se você virar um jacaré, é problema seu’ 
 https://t.co/ZMLIHBUKiJ"
513,Bolsonaro,2022-04-17,"Vc sabia? A tática de defesa de Flavio ""Copenhagen"" Bolsonaro em relação as rachadinhas é paralisar a investigação 
 https://t.co/AkIQFWTOpr"
514,Bolsonaro,2022-04-17,"@gleisi @Anitta Apoio total ao Presidente do Brasil, Jair Messias Bolsonaro! O meu Presidente amado! 
Chora ptzada dos infernos!"
515,Bolsonaro,2022-04-17,"@JornalOGlobo Bolsonaro com sua quadrilha e o exército saqueiam milhões dos contribuintes pra comprar mansões e esses itens aí, com o acréscimo de leite condensado, chicletes e viagra. 

O povo só tá seguindo o exemplo do ""líder"" da nação."
516,Bolsonaro,2022-04-17,"Será q o rapaz vai reclamar do salário do irmão , q foi indicado pelo Bolsonaro ?
Alguém sabe o montante ? https://t.co/W8iJjtGy8n"
517,Bolsonaro,2022-04-17,"@elzamariana @SniaGarcia8 Sim, eu entrei para o grupo. Mas eu era inocente, achava que realmente elas queriam evitar Bolsonaro e também achava que era evidente que a candidatura do Haddad, dava força à candidatura do coiso.
 Eu votei no Haddad, mas fiquei em depressão após o 1° turno."
518,Bolsonaro,2022-04-17,"Meu Deus, o Queiroga acabou com a pandemia na canetada a mando do Bolsonaro, que loucura."
519,Bolsonaro,2022-04-17,"@taoquei1 De onde está aparecendo tantos idiotas brigando pela politica  nos últimos dias ?
Sou bolsonarista mas jamais brigarei pelo Bolsonaro com alguém que pensa diferente."
520,Bolsonaro,2022-04-17,Triste realidade do Brasil com Bolsonaro. O que fizeram com a Nossa Pobre Pátria Mãe Gentil...😭 https://t.co/zx3r8L1D3h
521,Bolsonaro,2022-04-17,"Vc sabia? Jair Bolsonaro manteve funcionários fantasmas em seu gabinete enquanto era deputado federal 
 https://t.co/kIaVcjIDgS"
522,Bolsonaro,2022-04-17,"Vc sabia? Com a eleição de Biden nos EUA, Bolsonaro começou a dar chiliques e demonstrou toda sua instabilidade emocional. Atacou Hulk, a centro-direita e utilizou a palavra 'maricas' algumas vezes em diferentes contextos 
 https://t.co/tAtuJ0Y1a7"
523,Bolsonaro,2022-04-17,"Vc sabia? Bolsonaro que nunca se manifestou a favor do uso de máscara ou pediu a população para usar alcool gel, fala agora que a vacina não será obrigatória 
 https://t.co/xb1CBZrLAe"
524,Bolsonaro,2022-04-17,"Vc sabia? Bolsonaro defende a Cloroquina, mesmo sem evidências científicas que comprovem a eficácia contra o COVID19 
 https://t.co/TiMFLPErDu"
525,Bolsonaro,2022-04-17,"Vc sabia? Flavio Bolsonaro pediu reembolso de uma viagem a Fernando de Noronha. Imagina como são os gastos do cartão corporativo que possuem sigilo 
 https://t.co/CVpOMJBxUY"
526,Bolsonaro,2022-04-17,"@DeputadoFederal @Anitta Mas isso até o Bolsonaro concorda,  a bandeira verde, amarelo, azul e branco é dos brasileiros, vcs é que querem torna_la vermelha e isso não aceitamos."
527,Bolsonaro,2022-04-17,@Fabio_Camargo_ @pedrodoria Não. O mar de corrupção já existia. Bolsonaro só deu continuidade.
528,Bolsonaro,2022-04-17,"É lamentável que na região Norte ainda exista apoio ao energúmeno, mesmo com os severos ataques a nossa região, o abandono nos picos da pandemia e principalmente o ataque a floresta amazônica. Vamos seguir na luta cotidiana para mudar esse cenário.

Fora Bolsonaro! https://t.co/U5qOGENxCj"
529,Bolsonaro,2022-04-17,Esquerda desesperada - Cada vez mais jovens apoiam Bolsonaro e rejeitam ... https://t.co/k1U2ArFU0Y via @YouTube
530,Bolsonaro,2022-04-17,"@reinaldoazevedo Você é desonesto demais, eu vi o vídeo e o Bolsonaro foi aclamado no estádio, apenas uma pessoa o xingou."
531,Bolsonaro,2022-04-17,Nossa UAU o governo Bolsonaro acabou com a pandemia com um pronunciamento em pleno domingo
532,Bolsonaro,2022-04-17,Bolsonaro está deixando você mais pobre https://t.co/T0qE8MVLbW
533,Bolsonaro,2022-04-17,Falamos da motociata do presidente Bolsonaro. Vamos falar dos crimes do PT. https://t.co/9J8t0cB1ce
534,Bolsonaro,2022-04-17,@CiraoCarioca @LGBTIMulherCiro Ciro faz campanha para Bolsonaro?
535,Bolsonaro,2022-04-17,"@brom_elisa @jairbolsonaro Acho que eles estavam gritando ""Bolsonaro, quero dar o 🕳️"". 

Aí senhores ... É problema de cada um. 😅"
536,Bolsonaro,2022-04-17,@GugaNoblat BOLSONARO VAI LEVAR UMA LAPA DE LULA 👉👌🤘😅🐂
537,Bolsonaro,2022-04-17,@CarlaZambelli38 @SorvetaoAndreia Isso 👏 Bolsonaro neles
538,Bolsonaro,2022-04-17,"Anitta arrasa
https://t.co/ZuQcE0TAlE"
539,Bolsonaro,2022-04-17,"Já tirou o seu? Se não vai GALERA, ADOLESCENTE que só sabe falar Fora Bolsonaro Mais não vai tirar o título para tirar ele de fato! VAMO LA FAZER O BRASIL SORRIR DNOVO #ForaBolsonaro https://t.co/Xt48983D2l"
540,Bolsonaro,2022-04-17,@zeliaduncan O Brasil só está bom por causa do Bolsonaro. Ele valoriza o dinheiro do contribuinte. #BolsonaroReeleito2022 #BolsonaroOrgulhoDoBrasil
541,Bolsonaro,2022-04-17,"@Biakicis @jairbolsonaro Em casa eu e minha filha, mas a mãe dela vota também em BOLSONARO 😎"
542,Bolsonaro,2022-04-17,Bolsonaro é vaiado e xingado na Vila Belmiro (vídeo) https://t.co/1ke8QrGmWB
543,Bolsonaro,2022-04-17,@AndreHenning Bolsonaro com a força do povo! Atura ou surta
544,Bolsonaro,2022-04-17,"662.000 mortes e o Queiroga tem coragem de botar a cara na TV para defender a atuação do Governo Bolsonaro na pandemia.
#ForaBolsonaro"
545,Bolsonaro,2022-04-17,crl vai se fuder bolsonaro
546,Bolsonaro,2022-04-17,"@ghost_corradi @reinald37314361 @brunnosarttori Sim, a culpa das mais de 900 mil mortes por covid nos EUA também foi culpa do bolsonaro, infelizmente só no Brasil ouveram mortes por covid né, seu animal do krl, por isso o Brasil é essa bosta, por pessoas como você!"
547,Bolsonaro,2022-04-17,"@BolsonaroSP Porque seu pai não  postou essa sua popularidade aqui fora do cercadinho? 😂😂😂😂😂😂. No fundo temos a melhor trilha sonora: ""EI BOLSONARO VTNC"". https://t.co/xWeBxRsktV"
548,Bolsonaro,2022-04-17,"@baekarctic apoia o bolsonaro, denunciem!"
549,Bolsonaro,2022-04-17,"Nada de fora Bolsonaro, o negócio é #Globolixo 😂😂😂 https://t.co/9rbE1BEhRo"
550,Bolsonaro,2022-04-17,@samiabomfim @pejulio Bolsonaro 2022 👏🙂
551,Bolsonaro,2022-04-17,@o_antagonista É isso Anita bem vinda ao clube de Bolsonaro https://t.co/T0Zl9Gx5AR
552,Bolsonaro,2022-04-17,Tamojunto bolsonaro 2022🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 https://t.co/ot1qaBL5D3
553,Bolsonaro,2022-04-17,@centralreality Os fas do arthur boicotando a lenda pois sao todos pro bolsonaro
554,Bolsonaro,2022-04-17,"@DariusBot_ Rlx, Bolsonaro fortaleceu o Viagra pros manos, tá tudo certo 👍🏽🙅🏾‍♂️"
555,Bolsonaro,2022-04-17,"Merecem. Os dos BNDS GANHAM .MUITO MAIS.
 Fica feio, vc era um desconhecido no Brasil, Bolsonaro lhe de luz e vc TRAI? Que baixaria. https://t.co/eldyBbVjoD"
556,Bolsonaro,2022-04-17,"@marciatiburi Não importa quantas baboseria você escreva, essa mesma população citada, não quer o ex-presidiário lula de volta a cena do crime. E seu lamento será ignorado nas urnas com a reeleição do Bolsonaro."
557,Bolsonaro,2022-04-17,@galas_oficial O que me preocupa é que o bolsonarismo se alimenta do Lula. Lula e PT forte significa Bolsonaro forte também. Não vamos ter paz.
558,Bolsonaro,2022-04-17,@rainhama633 Qualquer coisa para ficar longe de Bolsonaro e seus jumentos de estimação.
559,Bolsonaro,2022-04-17,"Marcelo Queiroga na Tv: la vem merda do pau mandado. O cara de pau fala em nome desse governo seboso e diz que sente pelas mortes/covid. 

E daí? Bolsonaro não é coveiro."
560,Bolsonaro,2022-04-17,"#GruNacaoAmadaSDV💚💛
 ➡️SDV GARANTIDO 🇧🇷

@MarcioM61326104
@alvesmimar3
@MarquesToalinha
@mello65440
@Marbenje
@leal11_vanda
@Edu05freire
@Nuu0204
@CleberLSantos1
@Melkpsobrinho
@LEANDROCORR21
@nefertiti2022
@Eduardo57009171
@ZilaHelena
@RE_BOLSONARO https://t.co/N4pHrTPZ0f"
561,Bolsonaro,2022-04-17,"Incrível a qntde de postagens relacionadas ao Bolsonaro no meu Twitter sem ter nenhuma correlação com algo que eu tenha curtido, postado, etc. fdp deve tá gastando rios de dinheiro público pra isso"
562,Bolsonaro,2022-04-17,@DepEduardoCunha Golpista pedindo voto para Bolsonaro.
563,Bolsonaro,2022-04-17,"@OGloboPolitica Candidato pelo PTB do Roberto Jefferson e aliado de Jair Bolsonaro. Não surpreende ninguém.
O que surpreende é que grande parte da comunidade judaica no Brasil ainda apoia Bolsonaro."
564,Bolsonaro,2022-04-17,"@Biakicis @AbrahamWeint @jairbolsonaro @FlaviaArrudaDF Se houver outro Senador que apoia Bolsonaro em outro Partido, votamos nele! Para não deixar que política fisiológica ocupe esse cargo."
565,Bolsonaro,2022-04-17,"Atenção Goiânia e região metropolitana! É dia 23/04.

Marque a data: 23 de abril à partir das 11:00, até as 17:00, na praça Cívica. Distribuição de adesivos do Bolsonaro, aplicação de seethru p/ carros, música, camisetas, bonés, canecas e etc.. https://t.co/gIqevi9RNB"
566,Bolsonaro,2022-04-17,"@angelobocabendi @revistaoeste Putz, criticar Bolsonaro e apoiar um rato desses? hahahahahahahahahahahahahaha"
567,Bolsonaro,2022-04-17,@DepEduardoCunha Pior está sendo Bolsonaro! Eu não tenho e os brasileiros também não têm dúvidas disso! Que venha dia 03/10/22. Mudança sim!!!
568,Bolsonaro,2022-04-17,@PatriotaDeejay @ngeloFerreirad3 @DaianeMels @AnglicaKurten Jesus Cristo no comando do povo e do presidente Bolsonaro e seus ministros amém 🙏
569,Bolsonaro,2022-04-17,@Juh_Arruda35 A família Bolsonaro.
570,Bolsonaro,2022-04-17,"A PANELADA E O POVO GRITANDO FORA BOLSONARO NA JANELA

música p meus ouvidos"
571,Bolsonaro,2022-04-17,"CAGUEI SE O BOLSONARO FEZ ALGO PQ SE FEZ FOI O MINIMO PRA QUEM DEBOCHAVA DA PANDEMIA

E SE TEMOS VACINA NAO É POR CAUSA DELESSSSSS, BANDO DE FILHO DA PUTA SE VANGLORIANDO DE UM MERITO QUE ELES SE QUER APOIAVAM https://t.co/rMclEt3KI0"
572,Bolsonaro,2022-04-17,"@marcofeliciano Se Bolsonaro explorar esses vídeos no horário de TV, será o maior constrangimento para o PT."
573,Bolsonaro,2022-04-17,Panelaço de fora Bolsonaro em Juiz de Fora
574,Bolsonaro,2022-04-17,@isaouisabela Mas aí não pode votar em outros? Tem que ser no Lula? Ou no Bolsonaro? Não tem somente os dois. E isso que não entendo.
575,Bolsonaro,2022-04-17,@zeca_dirceu Bolsonaro até 2026 aguenta.
576,Bolsonaro,2022-04-17,"eu vou tomar a terceira dose, EU NÃO SOU BOLSONARO https://t.co/nzw1xws9WJ"
577,Bolsonaro,2022-04-17,@BiancaToms5 @77_frota Bolsonaro 22
578,Bolsonaro,2022-04-17,Anitta no se aguantó a Bolsonaro y lo bloqueó por comentarios de Coachella: “búscate algo para hacer” https://t.co/j1pQOtHGLT https://t.co/FM4C9Ar7Zl
579,Bolsonaro,2022-04-17,@IvanpedrosaSOU1 @LucianoHangBr mas vc não consegue ver isso pq as bolas do Bolsonaro estão tampando seu rosto
580,Bolsonaro,2022-04-17,"Alguém já parou pra pensar, de que forma Bolsonaro, com essa gestão lixo poderia crescer eleitoralmente, se não fosse se colocando como o único capaz de manter o PT longe do poder?! Se ele tivesse que debater com outro candidato que não pudesse enquadrar em toda corrupção?!"
581,Bolsonaro,2022-04-17,"Bolsonaro e seu governo negaram desde o começo a pandemia de Covid 19, negou a compra de vacinas, indicou remédio errado, não apoiou máscaras nem Lockdown e agora, no fim da pandemia, coloca o Ministro da Saúde para fazer pronunciamento. Vai tomar no olho do cú, @jairbolsonaro ."
582,Bolsonaro,2022-04-17,"@LetiL92891548 @BarbieroClarice @patricia_riorj @BelaMegale Praticamente todos os países do mundo adotaram uma vacina e o seu presidente é o principal ""garoto propaganda"", sempre sendo o primeiro a se vacinar independente de ser conservador ou progressista, o mundo todo está errado e bolsonaro é o único certo?"
583,Bolsonaro,2022-04-17,"@BlogdoNoblat Não seria melhor apresentar um candidato com propostas importantes para o País? Na verdade muitos surfam a onda Bolsonaro pra aparecer, inclusive na oposição."
584,Bolsonaro,2022-04-17,"Até Bolsonaro acha que 244 não é crime, #bolsonaro244 https://t.co/YoKsUtRQuY"
585,Bolsonaro,2022-04-17,#EleNao bolsonaro sim 22
586,Bolsonaro,2022-04-17,eu ser bolsonaro ate morrer
587,Bolsonaro,2022-04-17,e eu já achando que o Bolsonaro ia aparecer na tv pra falar da Anitta
588,Bolsonaro,2022-04-17,"BOLSONARO FAZ PELO BRASIL E É O MELHOR PRESIDENTE DO MUNDO DE TODOS OS TEMPOS!
Exportações recordes do agronegócio somam US$ 14,53 bilhões em março deste ano.
O complexo soja (grão, farelo e óleo) permanece liderando as exportações brasileiras, com a cifra de US$ 7,56 bilhões. https://t.co/HyQf1aggnU"
589,Bolsonaro,2022-04-17,"Gleisi critica Bolsonaro por post sobre Anitta: “safado”
 https://t.co/rlkTrcYLrO via @Poder360

17.abr.2022 (domingo) - 16h23"
590,Bolsonaro,2022-04-17,"@PauloAr90832347 @brandao_geisha Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲"
591,Bolsonaro,2022-04-17,"@senadorhumberto Já vi mulher recalcada mas homem?? Vc é o primeiro : RECALCADO,INVEJOSO,MENTIROSO,FAJUTO! Ah...e FEIO PRA CARAMBA ...BOLSONARO ALÉM DE SER VERDADEIRO, NÃO ROUBA E JÁ  DESMASCAROU  O DRÁCULA ...É UM BAITA CHARMOSO! DORME COM ESSA BOBÃO"
592,Bolsonaro,2022-04-17,@BlogdoNoblat https://t.co/KPal8sBa8s
593,Bolsonaro,2022-04-17,"@Anitta isso mesmo por isso eu uso verde e amarelo e carrego a bandeira do Brasil no meu peito assim como nosso presidente Bolsonaro faz com sua política 
sincero seguro e conduz o Brasil como patriota"
594,Bolsonaro,2022-04-17,@romingif EU SÓ TRABALHO COM FATOS O BOLSONARO DE CALCINHA É VC Q ESPALHA FAKE NEWS
595,Bolsonaro,2022-04-17,"Lula disse que no governo dele pobre comia picanha. No governo Bolsonaro, até morador de rua tem tv de led!!! https://t.co/8PGPXlK1gR"
596,Bolsonaro,2022-04-17,"@NuncaPararNunca Com a Bia ele já baixou a bola.
Bia é muito próxima dos Bolsonaro's é ele vou que ia dar ruim."
597,Bolsonaro,2022-04-17,Bolsonaro sempre https://t.co/wcK6qaG2VF
598,Bolsonaro,2022-04-17,"@DeputadoFederal Bolsonaro representa a família brasileira, vem fazendo bastante trabalho estrutural no país q está sendo assolado por uma epidemia e uma guerra de consequências mundiais, além de enfrentar a ira da mídia
Vem cortando abusos com o dinheiro público
Ixe, poderia usar uns 30 tweets"
599,Bolsonaro,2022-04-17,"@Fernandokabulo5 @brandao_geisha Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲"
600,Bolsonaro,2022-04-17,"@jc_pe @Thiagochargista ....

O chargista do JC só consegue gozar quando sobe na cabeça do pau de Bolsonaro.

Esquerdista vgbdo! https://t.co/jdWyfYSWZ5"
601,Bolsonaro,2022-04-17,"@folha FIQUI EM CASA, FIQUI EM CASA, FIQUI EM CASA,FIQUI EM CASA, a economia a gente vê depois, bolsonaro disse temos que cuidar da saúde e da economia!!!!"
602,Bolsonaro,2022-04-17,ONU cobra governo Bolsonaro por ameaças à democracia https://t.co/Km9eOJXZTb via @Poder360 Temos um corrupto no poder do Brasil que é uma ameaça a democracia no Brasil esse verme é a vergonha do Brasil.
603,Bolsonaro,2022-04-17,@folha Bateu o desespero... já estão vendo que tudo que tentaram não deu certo o povo continua apoiando Bolsonaro!  #BolsonaroReeleitoEm2022 https://t.co/Qdvs9Xx2Pi
604,Bolsonaro,2022-04-17,"Que moral essazinha tem pra falar em currupcão? Apesar que de currupcão ela entende bem.
@gleisi defende Anitta e ataca o presidente Jair Bolsonaro.
https://t.co/dNhEXgDSEB"
605,Bolsonaro,2022-04-17,@pauloteixeira13 @Anitta Bolsonaro está tão preocupado que nem vai dormir hoje.
606,Bolsonaro,2022-04-17,APOIADORES DE BOLSONARO É O POVO BRASILEIRO NOS RESPEITE SEU FILHO DA PUTA NESTE MEIO O BANDIDO O LADRÃO ASSASSINO CHEFE DE FACÇÃO CRIMINOSA É ESTE SATANÁS NÃO NÓS CIDADÃOS DE BEM AQUE APOIAMPOS UM HOMEM SERIO HONESTO QUE LUTA PRA NÃO DEIXAR O PAIS VOLTAR PRAS MÃOS DESTE BANDIDO
607,Bolsonaro,2022-04-17,@leandroruschel Bolsonaro chama os ministros TSE para auxiliar no ministério das comunicações rsrs
608,Bolsonaro,2022-04-17,FORA BOLSONARO FORA QUEIROGA https://t.co/C4uDoJm4NP
609,Bolsonaro,2022-04-17,FECHADÍSSIMO COM BOLSONARO PRESIDENTE DO BRASIL 🙏🇧🇷2022🇧🇷🙏 https://t.co/JO7pD9miJC
610,Bolsonaro,2022-04-17,"@Biakicis @jairbolsonaro Em minha casa, somos em 3, e os 3 votaremos em Bolsonaro."
611,Bolsonaro,2022-04-17,"@roxmo O brasileiro não tem dinheiro no bolso e o pessoal defende um verme para evitar outro... foda claro com outro verme tinha roubalheira mas o brasileiro tinha dinheiro,  mas mesmo assim concordo não ser uma boa escolha mas defender bolsonaro não dá"
612,Bolsonaro,2022-04-17,O Bolsonaro nao tem nem a cara de pau mais pra falar na tv @jairbolsonaro  você é criminoso!
613,Bolsonaro,2022-04-17,"""Destrinchou"" huuuur duuuur todo mundo conhece as ""mitadas"" do bolsonaro https://t.co/y27DNkd44U"
614,Bolsonaro,2022-04-17,Não. Bolsonaro é FDP e ladrão e o véio é trambiqueiro de produtos da China e sonegador. https://t.co/IQyRgEugIp
615,Bolsonaro,2022-04-17,"@SPFutDepre Fora Bolsonaro

Isso mesmo 

Amigos 🌵🌵🌵🌵🌵 vamos ajudar 

Fora jessi
Fora jessi

Fora jessi

Fora jessi

Fora Bolsonaro

Fora jessi

Foca no Gshow:
https://t.co/6egg2rQERT

#ForaJessi 

Vai Corinthians

Arthur campeão"
616,Bolsonaro,2022-04-17,"Requisito para ser parte do governo Bolsonaro: dificuldade na leitura e pau na boca na hora de falar em público

Queiroga gabaritou"
617,Bolsonaro,2022-04-17,ta tendo panelaço fora bolsonaro kkkkk
618,Bolsonaro,2022-04-17,"@SidneiAmaral10 @SergioMoro19RJ @SF_Moro Ou seja a msm coisa que vai acontecer com Bolsonaro, prefiro nem sair de casa"
619,Bolsonaro,2022-04-17,"@potter_nasci @BeteEcon2022 @Deus_adt @Drikaabelhinha @abelhinha2020 @ACSR2563 @AlhoLeandro @AnaGama76193866 @andrepiedade1 @AntnioH01639603 @AthenasCeolim @BSM19741974 @DiLurdi @eleitordireita Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲"
620,Bolsonaro,2022-04-17,@Amoresvidafeliz O Bolsonaro carrega tanto ódio que já levou até facada
621,Bolsonaro,2022-04-17,https://t.co/W86oDLnYmT  @ptbrasil @PartidoLiberal @LulaOficial @jairbolsonaro @gleideandrade
622,Bolsonaro,2022-04-17,@rainhama633 @universolgbtq @pabllovittar Tu comentou isso umas 59 vezes. Robô 🤖 do Bolsonaro ????
623,Bolsonaro,2022-04-17,@jairbolsonaro Bolsonaro é vaiado e xingado por torcedores do Santos https://t.co/a6lETic9ga
624,Bolsonaro,2022-04-17,"@mendesluizpaulo O único Presidente que realmente fez algo  para o povo brasileiro....
🇧🇷🇧🇷🇧🇷Jair Messias Bolsonaro 🇧🇷🇧🇷🇧🇷
O resto só trabalhou para o establishment.
#BolsonaroPresidenteAte2026 https://t.co/ds1exp347g"
625,Bolsonaro,2022-04-17,"@DaniMYGonzalez @PedroPa05329004 @SantosFC Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲"
626,Bolsonaro,2022-04-17,"Gente, até na Páscoa o Villa bota o Bolsonaro no meio!
Esse nem o Dr. Sig resolve! https://t.co/EeNRRmdvVV"
627,Bolsonaro,2022-04-17,@Biakicis @AbrahamWeint @jairbolsonaro @FlaviaArrudaDF Mais um erro do Bolsonaro.
628,Bolsonaro,2022-04-17,"@futebol_info @UOLEsporte Ah, se a notícia é do @UOLEsporte, então é fake, a verdade é a seguinte: "" Presidente Jair Bolsonaro vai à Vila Belmiro para assistir a Santos x Coritiba. Apesar das poucas vaias, o Presidente foi aclamado pela grande maioria de Santistas presentes na Vila Belmiro."""
629,Bolsonaro,2022-04-17,@cod_gus @nickedi @Diegohenriqueci Grande merda tendo em vista que 57 milhões de pessoas votaram no Bolsonaro kkkk
630,Bolsonaro,2022-04-17,"@CARD_Oficial_BR @TrintaoGrisalho @edumilsonpapo10 Existem estados bem mais antipetistas que SP e que Bolsonaro não chega nem perto dos 70%. O antipetismo em SP é mais no interior onde o povo é mais conservador, SP capital é outra história."
631,Bolsonaro,2022-04-17,E se a Anitta tiver tatuado bolsOnaro lá atrás? 😳
632,Bolsonaro,2022-04-17,"____________________________
Com a motociata de Bolsonaro, JP atingiu o maior IBOPE de sua história
👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻

MELHOR TERMÔMETRO DE POPULARIDADE NÃO HÁ!
#VaiSerNoPrimeiroTurno
#BolsonaroReeleito2022"
633,Bolsonaro,2022-04-17,"Tudo brocha! Kkkk bolsonaro além de brocha, é corno kkk https://t.co/RbyDiy9sTu"
634,Bolsonaro,2022-04-17,"Pé-quente, Bolsonaro vê vitória do Santos no Brasileirão e recebe carinho do torcedor (veja o vídeo) https://t.co/DMFZySwlYO"
635,Bolsonaro,2022-04-17,@dinossaurocalvo @LeviKaique Dps o intolerante é o Bolsonaro.
636,Bolsonaro,2022-04-17,@ggreenwald https://t.co/zZHxWhYl8X
637,Bolsonaro,2022-04-17,@dafarinhapodre @AletorreB @LulaOficial Vc acha que seja quem for o presidente vai conseguir em 4 anos reverter a desgraça que foi o governo Bolsonaro?? Nem mesmo o @cirogomes quem eu também admiro e sei que o PND é um grande projeto.. porém sem um @camaradeputados com um bancada forte vamos ficar na mesma ..
638,Bolsonaro,2022-04-17,👏👏👏👏👏❤️🇧🇷https://t.co/sZVOonITRI
639,Bolsonaro,2022-04-17,"@abclhacsso @jrguzzofatos Já compraram os generais, laaaa atrás. Só temos um fio (Bolsonaro)."
640,Bolsonaro,2022-04-17,"E aí?O Doria e outros governadores e prefeitos q roubaram o dinheiro da saúde no começo da pandemia da Corona vão ficar numa boa, aproveitando o dinheiro público q Bolsonaro mandou pra enfrentar o avanço do virus? Senador Randolfe quer abrir uma CPI contra MEC por besteira.Q tal?"
641,Bolsonaro,2022-04-17,"@NuncaPararNunca Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲"
642,Bolsonaro,2022-04-17,"@Biakicis Pergunta pra mim quantas pessoas na minha família aqui no interior de SP o Pres. Bolsonaro por se aliar ao centrão e a imunda da Carla Zambelli por falar e fazer asneiras perderam de votos? E acredite o número é grande, bem grande!"
643,Bolsonaro,2022-04-17,"@franklimalmeida @jairbolsonaro @glsuai Ihhhh ala , manjando a rola do Bolsonaro kkkkk"
644,Bolsonaro,2022-04-17,@marciatiburi @Anitta @LulaOficial Bolsonaro 22
645,Bolsonaro,2022-04-17,Está é praticamente desconhecida. Está quero  ficar conhecida as custas do Bolsonaro. https://t.co/NsAs8sxAAF
