,Search,Tweet_Date,Original_Tweet
246,Bolsonaro,2022-04-17,"O Queiroga mentindo em horário nobre pra comemorar algo que eles não queriam: o fim da emergência sanitária.
Fora Bolsonaro Vagabundo https://t.co/FQOAIYvkSF"
247,Bolsonaro,2022-04-17,@CarlosBolsonaro https://t.co/VU6qaVpX6z
248,Bolsonaro,2022-04-17,@Metropoles Brasil de Bolsonaro
249,Bolsonaro,2022-04-17,@rosana Rosana vai deitar Bolsonaro na porrada mlq
250,Bolsonaro,2022-04-17,@Alexsandrosalva @Alex65806993 @dududavila @desmentindobozo Bolsonaro escolheu um péssimo partido para alugar.O PL recebeu um monte de Bolsonaristas como o Sérgio Camargo.Isto pode ser usado contra ele pelos Concorrentes na eleição.
251,Bolsonaro,2022-04-17,"@nesimachado É criação das 3vias, d direita d esquerda. Da direita liberal à suposta esquerda revolucionária. Porém, na prática, o que o ele não faz é esconder da população a palavra de ordem principal: Lula Presidente. LulaPaluza deu problema pois foi além do Fora Bolsonaro, apareceu Lula."
252,Bolsonaro,2022-04-17,"@kimpaim @Biakicis Briguinhas tolas... amem sua família, não amem político. @ArthurWeint @AbrahamWeint não são trairas. Que coisa ridícula. Eles vai votar em Bolsonaro, são conservadores... amigo de verdade critica, porque quer o bem."
253,Bolsonaro,2022-04-17,@MaxGuilhermeOfc @eroni_agertt BOLSONARO TEM QUE DAR AUMENTO SALARIAL.
254,Bolsonaro,2022-04-17,"@BlogdoNoblat Bolsonaro é igual a fermento de pão! Quanto mais bate, mais ele cresce! Imagina só Bolsonaro precisar de Anita, dos Noblat e dessa mídia podre! #PTNuncaMais"
255,Bolsonaro,2022-04-17,"@angelobocabendi @revistaoeste Votei em lula em várias eleições, até Bolsonaro votou. Ele já foi abortista. As pessoas mudam. O lula também muda, num dia é abortista, no outro, já não é mais! kkkkkkkkkk"
256,Bolsonaro,2022-04-17,"@RobertoLuiz77 @mitags Podem fechar as redes sociais ,mas eles não  vão nos proibir de votar no Bolsonaro"
257,Bolsonaro,2022-04-17,"Gente,
Será que ela saber que tá fazendo campanha para o Bolsonaro??
Eu conto ou vcs contam?
Adoro quando um esquerdista esbanja  inteligência  com um ato desse tipo. https://t.co/UYTSsArToB"
258,Bolsonaro,2022-04-17,"Bolsonaro foi eleito em 2018 não por sua pessoa, mas pela ideia que ele representava. Esse ideal foi-se embora totalmente. Agora será (?) reeleito pela idolatria e pela desilusão em saber que o resto é bem pior."
259,Bolsonaro,2022-04-17,@LyrioRejane @silveira50 @LeilaLicio @LalaMineiraZi @alinesousil @OInconformado3 @EdneiaCSantos @LNickele @adinaelsilva @Antnio30709619 @Thor054 @VanuzaRocha12 @BergMartins14 @CameloJubeni @Mrlyrio @RE_BOLSONARO SDV a todos patriotas🇧🇷
260,Bolsonaro,2022-04-17,bolsonaro ensinou direitinho esse fandom https://t.co/SuqdNjwIEb
261,Bolsonaro,2022-04-17,"@guimaraes13PT Com certeza 
Presidente Bolsonaro Reeleito no primeiro turno 🇧🇷😎 https://t.co/lO8FH40vsu"
262,Bolsonaro,2022-04-17,tem dois queridos aqui (falo queridos querendo chamá-los de desgraçados) que eu tenho certeza que são gays com bolsonaro kkkkk mico viu https://t.co/LvsB8PpWmq
263,Bolsonaro,2022-04-17,"Eu e minha família votaremos em Bolsonaro 🥰🇧🇷🇧🇷🇧🇷#MaiorMotociataDoMundo 
#VaiSerNoPrimeiroTurno https://t.co/hMCnQz4NvS"
264,Bolsonaro,2022-04-17,blink pior que bolsonaro além de criar fake news tem síndrome de vitimismo https://t.co/SwFCwTCUQF
265,Bolsonaro,2022-04-17,@jairbolsonaro BOLSONARO REELEITO 22
266,Bolsonaro,2022-04-17,@ResendeMattei @folha Bolsonarista sofre pra manter a pose sob o governo bolsonaro. Prepara o coração pra não infartar. https://t.co/pVcMf4dqIy
267,Bolsonaro,2022-04-17,@gleisi @Anitta Não falem do Bolsonaro e não votem no Bolsonaro!!! 🟢🟡🟢🇧🇷🏍🟢🟡🇧🇷🏍🟡🟢🟡🇧🇷🏍🟡 @jairbolsonaro https://t.co/JIY5zYvKRJ
268,Bolsonaro,2022-04-17,@LyrioRejane @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO @Mrlyrio SDV a todos patriotas🇧🇷
269,Bolsonaro,2022-04-17,@RE_BOLSONARO SDV sempre boraaaaa
270,Bolsonaro,2022-04-17,"┏━━┓┏━━┓┏━━┓┏━━┓
┗━┓┃┃┏┓┃┗━┓┃┗━┓┃
┏━┛┃┃┃┃┃┏━┛┃┏━┛┃
🔰 BOLSONARO REELEITO 🇧🇷
┃┗━┓┃┗┛┃┃┗━┓┃┗━┓
┗━━┛┗━━┛┗━━┛┗━━┛"
271,Bolsonaro,2022-04-17,@Nuu0204 @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @CleberLSantos1 @Melkpsobrinho @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO Tmj
272,Bolsonaro,2022-04-17,PT vai ao TSE contra Bolsonaro por propaganda antecipada em motociata https://t.co/tLXH9YpJ4g
273,Bolsonaro,2022-04-17,"Antigamente a globo lixo tinha 75% de audiência, ninguém reclamava que ela era monopolista, que conduzia o povo na direção que ela desejava.
Agora querem barrar o povo do WhatsApp, Twitter e Facebook, pois o povo acordou e estamos fazendo um movimento pró Bolsonaro!
PT morreu!!!"
274,Bolsonaro,2022-04-17,"@FabossiA @anavilarinol @Anitta ""Escandalos""? Na realidade sabemos que o numero de operacoes da PF/MP aumentaram absurdamente no governo de Lula/Dilma, até o Moro comentou que no governo de Lula/Dilma existia combate real a corrupcao... escandalos surgem, mas, diferente de Bolsonaro, por causa de investigacao."
275,Bolsonaro,2022-04-17,"@SissyRibs @anavilarinol @Anitta Suponhamos que Bolsonaro se reeleja em outubro, o que seria até normal, em certa medida, pelo histórico de reeleição de todos os presidentes. A culpa será novamente de Lula e do PT, como vc considera ter sido em 2018?"
276,Bolsonaro,2022-04-17,"MAIS UMA VEZ governo Bolsonaro anuncia medida etc. que ainda será publicada.

""Nos próximos dias, será editado um ato normativo disciplinando essa decisão"".

Assim, a notícia é apenas o anúncio (o que governo quer) de algo que virá no futuro, não da política pública concreta. https://t.co/JDBd8R0ipz"
277,Bolsonaro,2022-04-17,Toda vez que alguém fala que o bolsonaro é hetero ele está assistindo todos os filmes do velozes e furiosos sem parar com 3 animes em um buraco de concreto nas ruas de sao paulo 😂😂😂
278,Bolsonaro,2022-04-17,Fora Bolsonaro
279,Bolsonaro,2022-04-17,@gleisi @Anitta Bolsonaro 2022 e pt nunca mais.
280,Bolsonaro,2022-04-17,@tuleipas Bolsonaro**** PORRA DE CORRETOR
281,Bolsonaro,2022-04-17,@Thor054 @ZilaHelena @OInconformado3 @LeilaLicio @EdneiaCSantos @Edu05freire @Nuu0204 @MarquesToalinha @mello65440 @VanuzaRocha12 @Marbenje @Eduardo57009171 @RE_BOLSONARO SDV a todos patriotas🇧🇷
282,Bolsonaro,2022-04-17,Cozinhar é um ato de resistência @PaolaCarosella e votar e expulsar o Bolsonaro da presidência é uma missão democrática! ✊🏾
283,Bolsonaro,2022-04-17,@Biakicis @jairbolsonaro Até o meu cachorro apoia nosso Presidente Bolsonaro.
284,Bolsonaro,2022-04-17,@OlavoOpressor Bolsonaro a lenda viva!❤️
285,Bolsonaro,2022-04-17,"@GVNLIMA2 @AlexandrePT13CV @borgescm @Alexand92840726 @chelleweda @CleuzaturC @divaolinda55 @sequeira_kg @lacerdaeh @soberania_ja @RamosEneildes @cmsclaudio @BruckerMarcos @AdrianoCustdio4 @andreencinasON @cair_bolsonaro @cloriscm @Edilsonnunespt @fcj_ferdi @joanadarc2605 @LeKaMac @Marcio_PT13 @MoraesPT13 @PauloRo78088746 @robeliaduarte @simoneavila10 @viajorene2020 @OPandamaria5 #MoroPresidente2022  CALMA VOCÊ, MORO NÃO ESTAR FORA DA DISPUTA, ESTAREMOS NO SEGUNDO TURNO ENFRENTANDO O LADRÃO SERÁ O JUIZ QUE PRENDEU O LADRÃO CONTRA O LADRÃO, NÃO CONTE VITORIA ANTES DO TEMPO, MORO CONTINUA AGUARDE, LULA LADRÃO O SEU LUGAR É NA PRISÃO https://t.co/7v1AJ4hpcr"
286,Bolsonaro,2022-04-17,@Biakicis @jairbolsonaro Toda a minha família  9 pessoas (9 eleitores de Bolsonaro)
287,Bolsonaro,2022-04-17,há apenas 2 seres humanos que eu mataria: eu e o bolsonaro
288,Bolsonaro,2022-04-17,Organizador de passeio de moto de Bolsonaro em SP recebeu 16 parcelas de auxílio emergencial do governo federal | São Paulo | G1 https://t.co/FqPm1h3v7h
289,Bolsonaro,2022-04-17,"Bolsonaro apareceu no camarote por volta das 10h40. De imediato, torcedores do setor mais próximo começaram a vaiá-lo, e mais pessoas se juntaram à manifestação em seguida. ""Ei, Bolsonaro, vai tomar no c..."", cantaram alguns torcedores.
https://t.co/mZAc13vHST"
290,Bolsonaro,2022-04-17,Que jeito chique de dizer Fora Bolsonaro e Lula 2022. AMEI. Lília Cabral diva. https://t.co/1bTPnCH9Ff
291,Bolsonaro,2022-04-17,"@clarionrox A eleição de 2018 foi uma oportunidade perdida. Era a chance de mostrar que um governo a direita poderia  colocar o país no rumo e ser um exemplo de equilíbrio e competência, mas aí veio o Bolsonaro. Agora direita virou sinônimo de incompetência e gente retardada."
292,Bolsonaro,2022-04-17,@mello65440 @MarcioM61326104 @alvesmimar3 @MarquesToalinha @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷
293,Bolsonaro,2022-04-17,@BolsonaroSP https://t.co/VU6qaVpX6z
294,Bolsonaro,2022-04-17,"Quando não tem militância paga com dinheiro público, o grito que se escuta é esse:
Ei Bolsonaro VAI TOMAR NO CU! 

E não são 3 mil riquinhos metidos a hells angels. É a voz do povão. https://t.co/XpvSlmG6fq"
295,Bolsonaro,2022-04-17,"@adeoliveirabr MBLer que sonha uma vaga no legislativo ! Aprenda! A unica direita e Bolsonaro, o resto é lula enrustido"
296,Bolsonaro,2022-04-17,e viva a vacina né bolsonaro fdp https://t.co/ytvUCXa2fa
297,Bolsonaro,2022-04-17,"Queiroga acaba de decretar, em nome do Governo Bolsonaro, o fim da pandemia. Inacreditável. #ForaBolsonaroGenocida"
298,Bolsonaro,2022-04-17,@zackaryfavs @qtfppvpm Eles são anti Bolsonaro???? https://t.co/EbUTVsfSM2
299,Bolsonaro,2022-04-17,"EM OUTUBRO VAMOS JOGAR ESTA MERDA NO LIXO, QUE O LUGAR DELE

https://t.co/PlOJ5Dbs3X"
300,Bolsonaro,2022-04-17,@Alex65806993 @Alexsandrosalva @dududavila @desmentindobozo Há registros onde Bolsonaro demonstra seu desdém pela democracia.Como uma Entrevista dada nos anos 2000 onde ele cita fuzilar FHC e a exaltação às ditaduras militares sul-americanas.
301,Bolsonaro,2022-04-17,@Nuu0204 @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷
302,Bolsonaro,2022-04-17,"@lebowski1143 'put a clown in power,expect a circous' Trump, Bolsonaro e Maduro. Bem lembrado. Obrigado..."
303,Bolsonaro,2022-04-17,Votar nulo é votar em Bolsonaro e Lula https://t.co/KeeqorKRK0 https://t.co/uDGagkaPis
304,Bolsonaro,2022-04-17,"@cirosaopaulino @anavilarinol @Anitta E no segundo turno nos deu as costas, ajudou a Bolsonaro ser eleito e foi ver nossa desgraça de Paris... Faltou acrescentar esse pequeno detalhe."
305,Bolsonaro,2022-04-17,"@DepEduardoCunha Uma vez que os Tucanos se fundiram com o PT e o resto são metástases deste, reelegeremos Jair Messias Bolsonaro, o melhor Presidente da República de todos os tempos 🇧🇷."
306,Bolsonaro,2022-04-17,"@reginavsb @AbrahamWeint Lindo o carinho do povo com Bolsonaro, no fundo da para ouvir a galera em uma apoio geral a Bolsonaro

https://t.co/ZuLpNIfJFU"
307,Bolsonaro,2022-04-17,"@luisanaoexiste @anavilarinol @Anitta Terceiro: em JUN/20 BOLSONARO fechou um acordo p/ estudos, compra de vacina e transferência de tecnologia na produção de vacina. 

O Brasil se tornará autossuficiente em vacina contra COVID graças a esse acordo em JUNHO DE 2020.

Não vamos depender de 3º e vamos exportar vacina. https://t.co/YSoyZoAWab"
308,Bolsonaro,2022-04-17,"Vivendo em um ""mundo paralelo"", Doria ataca Bolsonaro e vira motivo de chacota https://t.co/uYRSDyVPhr"
309,Bolsonaro,2022-04-17,@FunkeiroSim @jairbolsonaro Bolsonaro e os milicianos (vizinhos dele inclusive) tem uma ligação umbilical no mundo do crime.. Witzel era outro que também tem ligacoes com milicianos. Vários do alto escalão do seu governo tinham ligação com milícias.. lembre-se que é cão comendo cão.. Witzel era bolsonarista
310,Bolsonaro,2022-04-17,"https://t.co/8gqYO87Voi
Exonera, decreta sigilo: o método Bolsonaro anti-corrupção. O governo sequestrou todas as instituições de controle e fiscalização do governo como a PGR, a AGU, a CGU,  a PF, o Coaf, a Receita Federal, a Funai e o Ibama."
311,Bolsonaro,2022-04-17,"Minha mãe está ali, nas estatísticas absurdas que bolsonaro fez questão de criar no Brasil enquanto dava entrevistas desdenhando das vítimas do covid-19. https://t.co/UQrduacxQH"
312,Bolsonaro,2022-04-17,Bolsonaro recebe carinho especial de uma criança e ganha presente ao atr... https://t.co/jxD0NICxNn via @YouTube
313,Bolsonaro,2022-04-17,BOLSONARO  O JUDAS DO POVO BRASILEIRO!! https://t.co/8U50lbCREx via @YouTube
314,Bolsonaro,2022-04-17,"Precisamos ampliar o campo democrático. Já entendemos que em nenhum má hipótese o Bolsonaro pode se reeleger, mas acreditar que só tem o Lula como alternativa é fanatismo.
Precisamos de uma nova liderança. O que vai ser da esquerda quando ele morrer?"
315,Bolsonaro,2022-04-17,@SrrBiel É por isso que o bolsonaro é presidente jkkkkkkkk
316,Bolsonaro,2022-04-17,@RubensOtoni Quando Bolsonaro diz acima de todos ele quer dizer que Deus deve ser reverenciado é que é mais importante de tudo e deve estar acima de todos os nossos objetivos.
317,Bolsonaro,2022-04-17,Bolsonaro manda flores ao velório do general Newton Cruz - https://t.co/UddRimvLgz
318,Bolsonaro,2022-04-17,@adinaelsilva @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷
319,Bolsonaro,2022-04-17,"@CleberTerceiro @reasilvabr @folha Hahahaha até parece que um mamador de político como vc gosta de mulher. 
Ficou é no vivendas da barra chupando as bolas do bolsonaro"
320,Bolsonaro,2022-04-17,@canalladfc @dbasch I feel sorry for those who think Bolsonaro is a example for anything.
321,Bolsonaro,2022-04-17,Marcelo queiroga anuncia o fim da pandemia no Brasil kkkkk  daqui 2 meses vamos ver o mesmo puxa saco do bolsonaro dizendo q não foi bem assim.   Pra decletar fim de uma pandemia tinha q esperar a Ásia primeiro decretar o fim lá.
322,Bolsonaro,2022-04-17,A galera tá tratando o Macron x Le Pen como se fosse Lula x Bolsonaro...
323,Bolsonaro,2022-04-17,@eduardohardysp @LulaOficial @tesoureiros Sou sim... Tanto q para mim Lula e Bolsonaro deveriam ser colegas de cela!!! O que da raiva é que boa parte da população são como eles!!! É só ter uma vantagem e benefício que esquecem o roubo e corrupção
324,Bolsonaro,2022-04-17,@FlavioBolsonaro Caramba ele é bom em tudo.  Bolsonaro 2022
325,Bolsonaro,2022-04-17,@JulioPR38 @SergioMoro19RJ @SF_Moro Bolsonaro = Lula
326,Bolsonaro,2022-04-17,"@SRD_Belinha @AlineOl12545236 @ArthurWeint @adeir_marinh @Rogrio53003728 Pilares??? Kkkk
Não adianta, os irmãos vão apontar todo e qualquer problema, pagando de super corretos, mas geral já sacou que eles querem queimar o Bolsonaro.
O Abraham já sentiu que não tem moral alguma, após o resultado da enquete que ele mesmo fez no seu perfil. Tic, tac..."
327,Bolsonaro,2022-04-17,@CleberLSantos1 @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷
328,Bolsonaro,2022-04-17,"@Biakicis @jairbolsonaro 🇧🇷👊👊🇧🇷👍👏👏👏
Tmj com nosso PRESIDENTE Jair Messias Bolsonaro 🇧🇷👊👊🇧🇷👍👏 https://t.co/1Lrsw6KAU5"
329,Bolsonaro,2022-04-17,@RogerioMorgado @BolsonaroSP @elonmusk https://t.co/VU6qaVpX6z
330,Bolsonaro,2022-04-17,Pelos quotes aqui da pra entender como o Bolsonaro é presidente do Brasil kkkkkkkkk https://t.co/rUxo41StEI
331,Bolsonaro,2022-04-17,"@Gabri_Salvati Desde então:

Atlético bi
SP saiu da fila
Rival com 2 libertadores
Maradona morreu
Paulistão na Record
Flamenguistas surgindo das cinzas
Bolsonaro eleito

O mundo é melhor quando o Corinthians lidera."
332,Bolsonaro,2022-04-17,MDS O BOLSONARO KKKKKKKKK https://t.co/pY7Vb6wUQs
333,Bolsonaro,2022-04-17,"É sério que o ministro André Mendonça, estava com Bolsonaro no jogo do Santos? Que tipo de isenção ele tem para fazer algum julgamento relacionado a Bolsonaro? https://t.co/Gn4QBWhcY4"
334,Bolsonaro,2022-04-17,"@_Luiza_Paiva @tyerres3 @p0ss4773 @ZAMENZA Vocês odeiam a democracia! sério!
Se ele não tomar vacina, ele só vai prejudicar a ele próprio.
Questão de provedor Ele não vai casar contigo,ou seja, isso não te impacta também.
(Conheci tanta gente podre de esquerda q ler isso me dá 🤢🤮)
Obs Lula ou Bolsonaro, são 2 lixos!"
335,Bolsonaro,2022-04-17,@2022JBdenovo @Ewmyx1970 @JurandirBraga1 @mineira_raiz_ @Andreia_Silva9 @4Mey_7 @OdnaldaW2 @monicafraga @3Bolsogata @Jac_Bolsonaro @SamBolsonaro @Ka_2222220 @fffranciisca @miriam_cilene @magalicostahot1 @LinaTofolario @BruceKezia @romano_nery https://t.co/Vg2YUDToQu
336,Bolsonaro,2022-04-17,"A cara de pau desee governo genocida é impagável, mano!! Bolsonaro assassino lutou contra a vacina até quando pôde, e agora esse ministro aí falando da vacinação como se fosse algo benemérito do governo. CARA DE PAU"
337,Bolsonaro,2022-04-17,"@MRFCunha @Damadeferroofic Bom, não sou Lula nem Bolsonaro, os dois são farinha do mesmo saco, e lamentável ver gente idolatrando tanto um simples homem"
338,Bolsonaro,2022-04-17,luiz carlos deve competir pra ver se eu odeio mais ele ou o bolsonaro
339,Bolsonaro,2022-04-17,"Protestas en Brasil piden salida de Bolsonaro

https://t.co/TUq5JkCy1U"
340,Bolsonaro,2022-04-17,"@naosouvandex ""Ain, o bolsonaro acabou com a cultura"" QUE CULTURA?"
341,Bolsonaro,2022-04-17,"Grande Anitta.
Ela é Bolsonaro até perto da tatuagem!
https://t.co/VpZgYta7Eg"
342,Bolsonaro,2022-04-17,@GustavRamski Esse ai é o 🐕 de BOLSONARO
343,Bolsonaro,2022-04-17,@GugaNoblat Se prepara que esse ano meu anjo os robôs funcionarão a todo vapor e em grau maior que a última eleição. Bolsonaro é um descarado que usa o nome de Deus e depois ameaças e mentiras para se manter no poder.
344,Bolsonaro,2022-04-17,Bolsonaro: aja rápido e coloque suas forças nas ruas e nos tribunais antes que seja tarde demais!
345,Bolsonaro,2022-04-17,"Oi @Anitta ! O momento é delicado e precisamos de todos p/ vencer o fascismo no 🇧🇷. @LulaOficial é o único candidato com condições de vencer o Bolsonaro. Ele fez, e fará muito mais em menos tempo. Vamos lá Anitta!!! #MudaBrasil13 #lulaPresidente13"
346,Bolsonaro,2022-04-17,"@GugaNoblat Para que tá feio 🤣 Bolsonaro segue invicto, mais um recorde na motociata!"
347,Bolsonaro,2022-04-17,"@SamPancher Kkkkkkkkk o pior é acharem que isso é realmente uma estratégia para ""atrair"" os jovens..

Não foi o Bolsonaro que estava fzd campanha para atrair crianças de 16 anos."
348,Bolsonaro,2022-04-17,"Eu vivi pra ver eleitores do Bolsonaro atacando Sérgio Moro, dizendo que ele condenou Lula sem provas. Lula e Bolsonaro e seus eleitores são um só, essa é a realidade. #MoroPresidente"
349,Bolsonaro,2022-04-17,"@c_juliana Na realidade tudo q ele falou é vdd, só faltou dizer que o bolsonaro não foi o responsável geral por tudo isso"
350,Bolsonaro,2022-04-17,@ElisCavi 22 BOLSONARO
351,Bolsonaro,2022-04-17,"A vantagem do Bolsonaro terminar a Pandemia por decreto é que uma galera que já tinha feito isso vai pensar o que tem feito.

Será?"
352,Bolsonaro,2022-04-17,"@rochamdf @TweMarco @GadoDecider Em momento nenhum relacionei tentei relacionar os tópicos religião e comunismo, meu comentário se dirige à veracidade da analogia que ele fez quando comparou a relação de Jesus para Bolsonaro com a de Marx para um comunista"
353,Bolsonaro,2022-04-17,o bolsonaro tem foto pra qualquer situacao kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk https://t.co/57H15zdPTI
354,Bolsonaro,2022-04-17,@andreporci Anita é Bolsonaro... Eu já sabia !!!! Kkkk
355,Bolsonaro,2022-04-17,@LucianoGiusepp4 Com certeza ele será salvo por pelo menos um dos dois ministros indicados por Bolsonaro.
356,Bolsonaro,2022-04-17,Bolsonaro veste camisa do Cuiabá às vésperas da visita a Mato Grosso https://t.co/mJcbZuy53k
357,Bolsonaro,2022-04-17,"No Dia Internacional de luta pela terra,lembremos que o Brasil nunca fez de fato Reforma Agrária

O n°de famílias assentadas vem caindo desde 2008 e reduziu drasticamente do governo Dilma em diante

Com Bolsonaro,Brasil tem o pior avanço na reforma Agrária desde o fim da ditadura https://t.co/uap9ZgTqcw"
358,Bolsonaro,2022-04-17,@RE_BOLSONARO SDV a todos patriotas🇧🇷
359,Bolsonaro,2022-04-17,@ThaisRMaschio Bolsonaro  e Lula são dois intreguitas.
360,Bolsonaro,2022-04-17,"@BlogdoNoblat 🤣🤣🤣 Impossível! Mesmo quando não falam o nome dele, Bolsonaro,  o universo inteiro sabe que estão falando dele, exatamente como agora.  O cara é phoda, cabeção!"
361,Bolsonaro,2022-04-17,"@marciatiburi A sua cara é de quem destila ódio toda hora. Quem vota em Bolsonaro é uma pessoa alegre que tem esperança que o país vai crescer cada vez mais, que todos vão viver bem até esquerdopatas como você com trabalho saúde e educação a todos. Abra sua mente e coração e venha para a luz."
362,Bolsonaro,2022-04-17,"@pedrobennin Como eu disse, o agronegócio em si não foi fator o suficiente para fazer o PT perder na região. Principal? Sim. 

Porém quanto maior a presença militar no Estado, mais o Bolsonaro tem voto na Região Norte."
363,Bolsonaro,2022-04-17,@MinCidadania @FlavioBolsonaro @govbr https://t.co/VU6qaVpX6z
364,Bolsonaro,2022-04-17,"@Camarada_Gabe @lim01778116 @JosuePatriota @Casimiro Kkkkkkk
4 anos atrás eu via essa mesma bajulação Haddad ganha. no final pegou um coro do bolsonaro e a mesma coisa vai se repetir esse ano."
365,Bolsonaro,2022-04-17,Quem quer apostar que o Marcelo Queiroga vai ser vice do Bolsonaro
366,Bolsonaro,2022-04-17,"A polarização existe, e é sim radical. Lula tirou 40 milhões da miséria, e Bolsonaro os devolveu ao mapa da fome - https://t.co/Rb9gEcR6gl @a_postagem  Como não polarizar contra a miséria do povo?"
367,Bolsonaro,2022-04-17,É muito canalha um babaca deste.Acabei de ver Marcelo Ramos protocola ação contra Bolsonaro por redução de 25% do IPI - Clique para ver também ☛  https://t.co/Sk0zvgBX2I via @TerraBrasilnot
368,Bolsonaro,2022-04-17,"Marcelo Queiroga falando ""ninguém ficara para trás"" num país com mais de 660 mil mortos (dos quais Bolsonaro debochou fingindo sufocamento) é escárnio com requintes de crueldade"
369,Bolsonaro,2022-04-17,"@ClaudioSSMendes Parabéns Nordestinos 👏🏼👏🏼👏🏼👏🏼 
Deixaram de serem manipulados pelo PT que queria só manipular a região com fins eleitorais, nunca quiseram desenvolver a região como quer o Bolsonaro.
Chega de esmolas"
370,Bolsonaro,2022-04-17,"Bolsonaro deve ser o maior exorcista do mundo! 

Faz revelar demonho em tudo quanté lugar. https://t.co/kLyMX2MqOv"
371,Bolsonaro,2022-04-17,"@Luanaaa__1 @FloraJwq Fora Bolsonaro

Isso mesmo 

Amigos 🌵🌵🌵🌵🌵 vamos ajudar 

Fora jessi
Fora jessi

Fora jessi

Fora jessi

Fora Bolsonaro

Fora jessi

Foca no Gshow:
https://t.co/6egg2rQERT

#ForaJessi 

Vai Corinthians

Arthur campeão"
372,Bolsonaro,2022-04-17,"@andreporci Com ajuda da dita cuja, Bolsonaro reeleito!!! #BolsonaroReeleito2022"
373,Bolsonaro,2022-04-17,@Ravoline Bolsonaro sim 👍
374,Bolsonaro,2022-04-17,"@ELISEVEROBEZER1 @JuliaBalestrin5 @CostaCycy @adonisbalestrin @Cidamariaperei2 @Marcoflarioca @Marcao1828 @ameliaconta2 @gremistaleosilv @PinheiroJimena @sabrynahbeluchi @LusMellodosRei2 @RomauroWolff Ontem no espetáculo da Paixão de Cristo , diante de milhares de espectadores, o ator no papel do centurião romano (Pôncio Pilatos) perguntou para a platéia: Quem vocês condenam ,Jesus ou Barrabás? Um espectador gritou:
Soltem os dois e prendam o Bolsonaro!

(Fernando Coelho)"
375,Bolsonaro,2022-04-17,smt filhote de bolsonaro essa menina nem é a Ariana https://t.co/Fj1csowixW
376,Bolsonaro,2022-04-17,@Joseane_sf Tuíte sempre atual enquanto Bolsonaro for presidente.
377,Bolsonaro,2022-04-17,@Edu05freire @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO @ErthalCollier SDV a todos patriotas🇧🇷
378,Bolsonaro,2022-04-17,"Jesus foi preso, torturado, crucificado, morto e depois disso ainda ressuscitou passivamente. Enfim, Jesus era pica!!! O que estraga é o fã clube dele que vota em torturador. Vota  em Bolsonaro."
379,Bolsonaro,2022-04-17,@BlogdoJuca Aqui tem que respeitar a camisa. fora LULA FORA BOLSONARO
380,Bolsonaro,2022-04-17,"@patyarqt Patricinha do iPad deixa eu te falar uma coisa, ela tem coisas melhores pra se preocupar, viu o show no Coachella? Bolsonaro agora é Anitter🙂"
381,Bolsonaro,2022-04-17,"@MarcioPochmann Na urnas tudo pode mudar, na ultima eleição para PR era para ser Haddad mas virou Bolsonaro."
382,Bolsonaro,2022-04-17,Os loucos começaram a fazer cagada. @mqueiroga2 decretou o fim da COVID-19 para agradar Bolsonaro
383,Bolsonaro,2022-04-17,"Cara, muito difícil ser politizado no Brasil de 2022. Muita polarização.
Fui conversar com um amigo sobre política e fui cancelado pq não apoiava nem Bolsonaro, nem Lula.
Parece que pra eles, ou é um ou é outro."
384,Bolsonaro,2022-04-17,@DeputadoFederal @Anitta Verde amarelo é Bolsonaro 2022...vermelho é e sempre será associado a esquerda...esta vcs perderam
385,Bolsonaro,2022-04-17,Mandaram o Bolsonaro ir “tomar no cu” na Vila Belmiro https://t.co/h3KArmXzgE https://t.co/aI2nNFsUjY
